from-to,score,userA_id,userB_id,has_common_skills,n_common_skills,has_common_schools,n_common_schools,has_common_industry,n_common_industry,has_common_company,n_common_company
6271321-4944667,1.0,6271321,4944667,0,0,1,-2,1,1,0,0
20479-4517397,0.0,20479,4517397,1,1,0,0,1,1,1,-2
34715-1440043,3.0,34715,1440043,0,-1,0,0,1,2,0,0
6302628-1050422,3.0,6302628,1050422,1,1,0,0,1,1,0,0
6282259-1878228,3.0,6282259,1878228,1,2,1,-2,1,1,1,-2
6285237-1210099,1.0,6285237,1210099,1,1,0,0,1,1,1,-2
1912141-6331939,1.0,1912141,6331939,0,-1,0,0,0,0,1,-2
6306800-6279045,0.0,6306800,6279045,0,-1,0,0,0,0,1,-2
30624-2161953,0.0,30624,2161953,0,-1,0,-1,1,1,0,0
6293686-20013,0.0,6293686,20013,1,1,0,0,0,0,1,-2
2871729-6197571,3.0,2871729,6197571,0,0,0,0,1,1,1,-2
5851954-6271,2.0,5851954,6271,1,5,1,-2,1,1,1,-2
151-21772,3.0,151,21772,0,0,0,0,0,0,0,0
6337208-6318211,2.0,6337208,6318211,0,-1,0,0,1,1,1,-2
173915-22338,0.0,173915,22338,1,1,0,-1,1,1,1,-2
6327498-6329041,2.0,6327498,6329041,0,-1,1,-2,1,1,1,-2
6284491-6286082,1.0,6284491,6286082,0,-1,0,0,1,4,1,-2
1038452-6275972,2.0,1038452,6275972,0,0,0,0,1,1,1,-2
3700586-1210099,2.0,3700586,1210099,1,2,0,0,1,1,1,-2
4773296-1412030,0.0,4773296,1412030,0,-1,0,0,0,0,0,0
4686312-680630,3.0,4686312,680630,1,2,1,-2,1,2,1,-2
35539-6200692,0.0,35539,6200692,0,-1,0,0,1,3,0,0
628519-6271,1.0,628519,6271,1,1,1,-2,1,1,1,-2
6292299-6307244,0.0,6292299,6307244,0,-1,0,0,1,1,1,-2
6258413-6271682,0.0,6258413,6271682,1,1,0,0,0,0,0,0
97476-2202452,0.0,97476,2202452,0,-1,0,-1,1,1,1,-2
20375-1402736,0.0,20375,1402736,0,0,1,-2,1,1,1,-2
6278547-6277710,3.0,6278547,6277710,1,-2,0,0,1,2,1,-2
6294510-6303763,1.0,6294510,6303763,1,4,1,-2,1,1,1,-2
6285930-6287796,3.0,6285930,6287796,0,0,0,0,1,2,1,-2
6284220-6279001,3.0,6284220,6279001,1,1,0,0,0,0,1,-2
202017-1633195,2.0,202017,1633195,0,-1,0,0,1,1,1,-2
38267-3244680,0.0,38267,3244680,0,-1,0,0,1,1,1,-2
6288228-6269081,1.0,6288228,6269081,1,4,0,-1,1,1,0,0
6282259-6340847,1.0,6282259,6340847,0,-1,0,-1,1,1,1,-2
4583401-6272881,1.0,4583401,6272881,0,0,1,-2,0,0,0,0
6332592-6338107,2.0,6332592,6338107,1,1,0,0,1,1,0,0
18975-27185,1.0,18975,27185,1,1,1,-2,1,2,1,-2
2544668-6311112,1.0,2544668,6311112,0,-1,0,0,0,0,1,-2
844611-1053991,2.0,844611,1053991,0,-1,0,0,1,1,1,-2
36977-3425948,0.0,36977,3425948,0,0,0,0,1,1,1,-2
20240-440137,3.0,20240,440137,1,1,0,0,1,1,0,0
6275681-4467676,2.0,6275681,4467676,1,1,0,0,1,1,1,-2
1024839-373068,3.0,1024839,373068,0,-1,0,0,1,1,1,-2
81665-71916,1.0,81665,71916,0,-1,0,0,1,1,0,0
6298330-6271,1.0,6298330,6271,1,2,0,0,0,0,1,-2
6304781-34715,1.0,6304781,34715,0,0,0,0,1,1,1,-2
2871729-2381039,3.0,2871729,2381039,0,0,0,0,1,1,1,-2
156719-611,3.0,156719,611,0,-1,0,0,0,0,0,0
4787777-81374,1.0,4787777,81374,0,-1,1,-2,1,1,1,-2
6312815-2202452,3.0,6312815,2202452,1,1,0,-1,1,1,1,-2
6274497-2099429,2.0,6274497,2099429,0,-1,1,-2,1,1,1,-2
76800-1625709,0.0,76800,1625709,0,-1,0,-1,1,1,0,0
6284621-6285838,0.0,6284621,6285838,0,-1,0,0,0,0,0,0
83327-149080,0.0,83327,149080,0,-1,0,0,1,1,1,-2
6310352-6313117,1.0,6310352,6313117,0,-1,0,0,0,0,1,-2
3103516-6337590,2.0,3103516,6337590,0,-1,0,0,1,1,1,-2
35942-29428,2.0,35942,29428,0,-1,0,0,1,1,0,0
360932-1402852,3.0,360932,1402852,0,-1,1,-2,1,1,0,0
6282763-6281608,3.0,6282763,6281608,0,0,0,0,1,1,1,-2
20157-1882495,2.0,20157,1882495,0,-1,0,0,1,1,0,0
24825-1255908,0.0,24825,1255908,0,-1,1,-2,1,1,1,-2
1912141-8301,1.0,1912141,8301,1,1,0,0,1,1,1,-2
6332085-6310261,3.0,6332085,6310261,0,0,0,0,1,1,0,0
145541-4242765,0.0,145541,4242765,0,-1,0,0,1,1,0,0
3228457-2196575,2.0,3228457,2196575,0,-1,0,0,0,-1,0,-1
17677-70228,3.0,17677,70228,1,1,0,0,1,2,0,0
4527592-6249275,1.0,4527592,6249275,0,0,1,-2,1,1,1,-2
703629-6271474,1.0,703629,6271474,1,1,0,0,0,0,1,-2
6282691-2341,1.0,6282691,2341,0,0,0,0,1,1,0,0
264602-6300970,3.0,264602,6300970,0,-1,0,-1,1,2,0,0
6283088-57627,1.0,6283088,57627,0,-1,0,0,0,0,0,0
6294595-6297656,1.0,6294595,6297656,1,2,0,0,0,0,0,0
22625-6281462,3.0,22625,6281462,1,2,0,-1,1,1,1,-2
1292495-97394,1.0,1292495,97394,0,-1,0,0,0,0,1,-2
1585173-4551,2.0,1585173,4551,0,-1,0,0,1,1,1,-2
2516165-1016042,3.0,2516165,1016042,0,-1,0,0,1,1,1,-2
6236755-6290097,0.0,6236755,6290097,0,0,0,0,1,1,1,-2
18187-156847,2.0,18187,156847,1,1,0,0,1,1,1,-2
144466-836786,2.0,144466,836786,1,1,0,-1,1,1,1,-2
51318-6283506,3.0,51318,6283506,0,0,0,0,1,2,0,0
102902-20794,2.0,102902,20794,0,0,0,0,1,1,1,-2
28810-836022,0.0,28810,836022,0,0,0,0,1,1,1,-2
6310150-2712251,0.0,6310150,2712251,0,-1,0,0,1,1,1,-2
6297170-6287934,3.0,6297170,6287934,1,2,0,0,0,0,1,-2
1811127-6312155,1.0,1811127,6312155,1,1,0,0,0,0,0,0
6333125-6310274,2.0,6333125,6310274,0,-1,0,0,0,0,1,-2
2513597-6191045,0.0,2513597,6191045,0,0,0,0,0,0,1,-2
6329091-6297774,1.0,6329091,6297774,0,-1,0,0,1,1,0,0
95297-1248933,0.0,95297,1248933,1,1,0,0,1,2,0,0
6289732-51072,1.0,6289732,51072,0,-1,0,0,0,0,0,0
6271265-2569057,0.0,6271265,2569057,0,0,1,-2,1,1,1,-2
1421059-1792388,0.0,1421059,1792388,0,-1,1,-2,1,1,1,-2
6282521-38259,0.0,6282521,38259,0,-1,0,0,1,1,0,0
1213842-505851,2.0,1213842,505851,0,0,0,0,1,3,1,-2
6299635-6305591,2.0,6299635,6305591,0,-1,0,0,1,1,1,-2
6195100-1127515,0.0,6195100,1127515,0,0,0,0,1,1,1,-2
703982-782995,3.0,703982,782995,1,2,0,-1,1,1,1,-2
6324939-6327793,3.0,6324939,6327793,0,-1,0,0,0,0,0,0
1217772-2572721,3.0,1217772,2572721,0,-1,0,0,0,0,0,0
6308684-6304680,1.0,6308684,6304680,0,-1,0,0,0,0,0,0
6287662-6331526,3.0,6287662,6331526,0,0,0,0,0,0,0,0
6310541-6286938,3.0,6310541,6286938,1,1,0,0,0,0,0,0
6191215-6297783,1.0,6191215,6297783,0,-1,0,0,1,1,0,0
2276257-6303910,3.0,2276257,6303910,0,-1,1,-2,0,0,1,-2
6318202-6316135,3.0,6318202,6316135,0,-1,0,0,1,1,0,0
6273699-6272028,2.0,6273699,6272028,0,-1,0,0,0,0,0,0
6273941-1521499,3.0,6273941,1521499,0,-1,0,0,0,0,1,-2
32564-194791,2.0,32564,194791,0,0,0,0,1,2,0,0
6283666-6283714,3.0,6283666,6283714,0,-1,0,0,1,1,1,-2
311213-1577238,0.0,311213,1577238,0,-1,0,-1,1,1,0,0
1633503-6328524,1.0,1633503,6328524,0,-1,0,0,0,0,0,0
931295-6206829,2.0,931295,6206829,0,0,0,0,1,1,1,-2
21681-26345,0.0,21681,26345,0,-1,0,0,1,1,0,0
2512581-1084189,3.0,2512581,1084189,0,0,0,0,1,1,1,-2
1889515-6269843,3.0,1889515,6269843,0,0,1,-2,1,1,0,0
6289616-3120064,0.0,6289616,3120064,1,2,0,0,0,0,1,-2
6289019-2181137,0.0,6289019,2181137,0,-1,0,0,1,1,1,-2
2487796-25217,1.0,2487796,25217,1,1,0,0,0,0,1,-2
102056-2654333,0.0,102056,2654333,1,1,0,0,1,1,0,0
6302481-6196363,3.0,6302481,6196363,1,1,0,0,0,0,1,-2
6319796-6275325,0.0,6319796,6275325,1,4,0,0,1,1,0,0
2181137-16521,2.0,2181137,16521,0,-1,0,0,1,1,1,-2
1912141-3626483,2.0,1912141,3626483,0,-1,0,0,1,1,1,-2
5058542-6298046,3.0,5058542,6298046,0,0,0,0,1,1,1,-2
6295973-6294907,3.0,6295973,6294907,0,-1,0,-1,0,0,0,0
6298217-6275569,3.0,6298217,6275569,0,0,0,0,1,1,1,-2
51072-1526871,0.0,51072,1526871,0,-1,0,0,1,1,0,0
17528-868884,0.0,17528,868884,1,2,1,-2,1,1,0,0
6284014-6313479,2.0,6284014,6313479,0,0,0,0,1,1,0,0
6295708-6322922,2.0,6295708,6322922,1,2,0,0,1,1,1,-2
4783621-162365,1.0,4783621,162365,0,-1,0,0,1,1,1,-2
6327640-51994,0.0,6327640,51994,0,-1,0,0,0,0,0,0
6287679-871680,0.0,6287679,871680,0,-1,0,-1,0,0,1,-2
6280135-6288056,3.0,6280135,6288056,1,1,0,0,1,1,1,-2
32864-6278942,2.0,32864,6278942,0,0,1,-2,1,1,1,-2
46484-6197044,0.0,46484,6197044,0,-1,0,0,0,0,1,-2
6299800-6300504,3.0,6299800,6300504,0,0,0,0,1,1,0,0
19602-6302322,1.0,19602,6302322,0,-1,0,0,1,1,0,0
25244-879802,0.0,25244,879802,0,-1,0,0,0,0,1,-2
57905-999176,0.0,57905,999176,0,-1,0,0,1,1,1,-2
57627-28210,2.0,57627,28210,0,-1,0,0,1,2,0,0
22158-6274944,3.0,22158,6274944,0,-1,0,-1,0,0,0,0
6272725-6191088,2.0,6272725,6191088,0,-1,0,-1,0,-1,0,-1
6310264-145017,2.0,6310264,145017,0,-1,1,-2,1,1,0,0
6338173-6279688,0.0,6338173,6279688,0,-1,0,-1,0,-1,0,-1
6273906-6281614,0.0,6273906,6281614,0,0,0,0,1,1,1,-2
3753271-6305381,1.0,3753271,6305381,0,-1,0,0,1,1,1,-2
6307113-6329258,1.0,6307113,6329258,0,-1,0,0,1,1,1,-2
6319903-6337423,3.0,6319903,6337423,0,-1,1,-2,1,1,1,-2
225385-4859132,0.0,225385,4859132,0,-1,0,-1,0,0,0,0
6291601-6289551,3.0,6291601,6289551,0,-1,0,0,0,0,0,0
4619366-34444,2.0,4619366,34444,0,-1,0,0,1,1,1,-2
4541950-35527,1.0,4541950,35527,0,-1,0,-1,1,1,1,-2
1118128-6208785,1.0,1118128,6208785,0,-1,0,0,1,1,0,0
22644-46441,2.0,22644,46441,1,1,0,0,1,2,1,-2
6271587-79958,0.0,6271587,79958,0,0,0,0,1,1,1,-2
6308170-6328148,3.0,6308170,6328148,0,-1,0,0,1,1,1,-2
1106613-48626,2.0,1106613,48626,0,0,0,0,1,1,0,0
285648-1445883,0.0,285648,1445883,1,2,1,-2,1,1,0,0
6331398-6311699,3.0,6331398,6311699,0,0,0,0,1,1,1,-2
946396-18489,3.0,946396,18489,1,1,0,-1,1,1,0,0
93530-7381,0.0,93530,7381,1,2,0,-1,0,0,0,0
87124-871760,0.0,87124,871760,0,-1,0,0,1,1,0,0
15261-931218,0.0,15261,931218,1,2,0,0,0,0,0,0
231-5477484,0.0,231,5477484,0,-1,0,0,1,1,0,0
29522-6271,2.0,29522,6271,0,-1,0,0,1,1,1,1
1281718-854406,1.0,1281718,854406,0,0,0,0,1,1,1,-2
6273557-115580,3.0,6273557,115580,0,-1,0,0,0,0,1,-2
6336913-106911,3.0,6336913,106911,0,0,0,-1,0,0,0,0
6274815-303519,0.0,6274815,303519,0,-1,0,-1,0,0,0,0
6289420-6308131,0.0,6289420,6308131,0,-1,0,0,0,0,0,0
110682-10861,3.0,110682,10861,1,4,1,-2,1,2,1,-2
1091504-22663,1.0,1091504,22663,0,-1,0,0,1,2,1,-2
6276105-1324097,2.0,6276105,1324097,0,0,0,-1,0,0,1,-2
651-22013,3.0,651,22013,1,1,0,0,1,1,1,-2
6302365-6303009,3.0,6302365,6303009,0,-1,0,0,1,1,0,0
6271588-6276397,1.0,6271588,6276397,0,-1,0,0,1,1,1,-2
144466-176463,2.0,144466,176463,1,3,0,-1,1,1,1,-2
6272423-247948,0.0,6272423,247948,0,0,0,0,1,1,1,-2
6296288-17168,0.0,6296288,17168,1,1,0,0,1,1,1,-2
4564819-6235164,3.0,4564819,6235164,0,-1,0,0,1,2,1,-2
902150-814352,2.0,902150,814352,0,0,0,0,1,1,0,0
6279084-747815,0.0,6279084,747815,0,0,0,0,1,1,0,0
1282401-22644,2.0,1282401,22644,0,-1,0,-1,1,1,1,-2
23903-6268997,2.0,23903,6268997,0,-1,0,-1,1,1,1,-2
705516-35058,1.0,705516,35058,1,1,0,0,1,1,1,-2
6329735-1046420,0.0,6329735,1046420,0,0,0,0,0,0,1,-2
6269727-616046,2.0,6269727,616046,1,2,1,-2,1,2,1,-2
6339276-6338724,0.0,6339276,6338724,0,0,0,-1,0,0,1,-2
4514909-2818836,1.0,4514909,2818836,1,1,1,-2,1,2,1,-2
6271764-771,1.0,6271764,771,0,0,0,0,0,0,0,0
4756742-51318,1.0,4756742,51318,0,0,0,0,1,1,1,-2
6291346-36095,1.0,6291346,36095,0,0,0,-1,1,1,0,0
6275682-6276274,2.0,6275682,6276274,0,-1,0,-1,1,1,0,0
46380-3136040,2.0,46380,3136040,0,0,0,0,1,1,1,-2
19626-35539,1.0,19626,35539,1,2,0,0,1,3,0,0
6285926-909378,2.0,6285926,909378,0,-1,1,-2,1,1,1,-2
6335207-6336187,1.0,6335207,6336187,0,0,0,0,1,1,1,-2
28154-1060426,0.0,28154,1060426,0,-1,0,0,1,1,1,-2
892301-18187,2.0,892301,18187,0,-1,0,0,1,1,0,0
312689-6277701,3.0,312689,6277701,0,-1,0,0,1,1,1,1
700731-6320948,1.0,700731,6320948,0,0,0,0,1,1,1,-2
6280073-6289819,1.0,6280073,6289819,1,2,0,0,1,1,0,0
1106787-6297802,1.0,1106787,6297802,1,2,1,-2,1,2,1,-2
6278399-19010,3.0,6278399,19010,1,1,0,0,0,0,0,0
6291211-6315078,1.0,6291211,6315078,0,0,0,0,0,0,1,-2
6332572-3504893,0.0,6332572,3504893,0,-1,0,-1,0,0,0,0
1626234-1470306,3.0,1626234,1470306,0,0,0,0,1,2,1,-2
6274235-169587,1.0,6274235,169587,1,2,0,-1,1,1,0,0
6286891-6297802,2.0,6286891,6297802,0,-1,0,0,1,2,1,-2
1912141-278081,2.0,1912141,278081,1,1,0,0,1,2,1,-2
999230-4458503,2.0,999230,4458503,0,0,0,-1,0,0,0,0
2488915-1031934,3.0,2488915,1031934,0,-1,0,0,1,1,0,0
27063-6314101,3.0,27063,6314101,0,-1,0,-1,1,1,1,-2
2400585-3425948,2.0,2400585,3425948,0,0,1,-2,1,1,1,-2
168352-25060,0.0,168352,25060,1,1,0,0,0,0,1,-2
927547-4564819,3.0,927547,4564819,0,-1,0,0,1,1,1,-2
675182-3120064,0.0,675182,3120064,1,2,0,0,1,1,0,0
6308329-6323204,1.0,6308329,6323204,1,1,0,0,0,0,0,0
4601233-165381,1.0,4601233,165381,0,-1,1,-2,0,0,0,0
144466-3363618,2.0,144466,3363618,1,5,0,-1,1,1,1,-2
22450-23223,1.0,22450,23223,0,-1,1,-2,1,1,0,0
6335653-5070343,3.0,6335653,5070343,0,-1,0,0,0,0,1,-2
4811851-6275125,2.0,4811851,6275125,0,-1,0,0,0,0,0,0
3294824-6275053,1.0,3294824,6275053,0,-1,1,-2,1,1,1,-2
6201023-77379,1.0,6201023,77379,0,-1,0,0,1,1,1,-2
2544668-2329635,1.0,2544668,2329635,0,-1,0,0,0,0,0,0
6307635-6299591,3.0,6307635,6299591,0,-1,0,0,1,1,1,-2
6272387-6272377,1.0,6272387,6272377,0,-1,0,-1,1,1,1,-2
6324158-6332132,2.0,6324158,6332132,1,2,0,0,1,2,0,0
6278787-31066,0.0,6278787,31066,0,0,1,-2,1,1,1,-2
42302-17449,1.0,42302,17449,0,-1,0,0,1,1,1,-2
291136-6309100,2.0,291136,6309100,1,8,0,0,1,1,1,-2
16341-6211014,0.0,16341,6211014,0,-1,0,-1,1,1,1,-2
6271588-68667,1.0,6271588,68667,0,-1,0,0,1,1,1,-2
24094-16341,1.0,24094,16341,1,2,0,-1,1,1,1,-2
21780-6211001,0.0,21780,6211001,1,2,0,0,1,1,1,-2
11771-25870,3.0,11771,25870,0,-1,0,0,0,0,0,0
6294635-6312768,3.0,6294635,6312768,0,-1,0,0,0,0,0,0
2946943-1621175,0.0,2946943,1621175,0,-1,0,0,1,1,1,-2
27810-160487,3.0,27810,160487,1,2,0,0,1,2,1,-2
942848-1346862,2.0,942848,1346862,0,-1,1,-2,0,0,1,-2
6307084-6316963,1.0,6307084,6316963,0,-1,0,0,1,1,1,-2
5428860-6270064,3.0,5428860,6270064,0,-1,0,0,0,0,1,-2
6285802-6282953,0.0,6285802,6282953,1,2,0,0,1,3,1,-2
6296903-49413,0.0,6296903,49413,0,-1,0,0,1,1,1,-2
3528083-6334204,2.0,3528083,6334204,0,0,0,0,0,0,0,0
2413120-22084,2.0,2413120,22084,0,-1,1,-2,1,2,1,-2
25244-1749818,0.0,25244,1749818,0,-1,0,0,1,1,1,-2
6319465-6273349,3.0,6319465,6273349,0,0,0,0,1,2,1,-2
6288954-891138,3.0,6288954,891138,0,0,0,-1,0,0,0,0
6268997-147223,3.0,6268997,147223,1,2,0,-1,1,2,1,-2
111184-15481,2.0,111184,15481,1,-2,0,0,1,1,0,0
36343-53669,2.0,36343,53669,0,0,1,1,1,1,1,-2
6217932-39947,1.0,6217932,39947,1,1,0,-1,1,1,0,0
6314756-6325143,3.0,6314756,6325143,1,1,0,0,0,0,0,0
6306938-22263,1.0,6306938,22263,0,-1,1,2,0,0,0,0
81696-18503,2.0,81696,18503,0,-1,0,0,1,1,1,-2
6272194-952146,0.0,6272194,952146,1,1,0,-1,1,1,1,-2
3656201-6339746,1.0,3656201,6339746,0,0,0,0,1,1,1,-2
88087-50652,0.0,88087,50652,0,-1,1,-2,0,0,0,0
6293832-6294395,0.0,6293832,6294395,0,0,0,-1,0,0,0,0
10991-2382745,0.0,10991,2382745,0,0,0,-1,1,1,1,-2
1234857-1090190,2.0,1234857,1090190,1,1,0,-1,1,1,1,-2
6325416-6316041,2.0,6325416,6316041,0,0,1,1,1,1,0,0
1302933-255237,1.0,1302933,255237,0,-1,1,-2,1,1,0,0
1223124-1638937,2.0,1223124,1638937,0,0,0,-1,1,2,0,0
6316131-39947,3.0,6316131,39947,0,0,0,-1,1,1,0,0
6282681-1646212,1.0,6282681,1646212,0,-1,0,0,1,1,0,0
50085-51863,1.0,50085,51863,0,-1,0,0,1,1,0,0
6281591-134170,1.0,6281591,134170,0,-1,0,0,1,1,0,0
6285104-6308211,3.0,6285104,6308211,1,-2,0,-1,0,0,1,-2
6271623-22435,2.0,6271623,22435,1,2,0,0,1,1,1,-2
6270069-51078,1.0,6270069,51078,0,0,1,-2,1,1,1,-2
6196160-1436988,0.0,6196160,1436988,1,4,0,0,1,1,0,0
6274919-47029,1.0,6274919,47029,0,-1,0,0,0,0,0,0
214822-4732406,1.0,214822,4732406,0,-1,1,-2,1,1,1,-2
18161-1839014,0.0,18161,1839014,0,-1,0,-1,1,1,1,-2
78508-23771,2.0,78508,23771,1,1,0,0,1,1,1,-2
1020425-28473,1.0,1020425,28473,1,5,0,0,1,1,0,0
6271542-27392,0.0,6271542,27392,0,0,0,0,0,0,0,0
39774-46484,2.0,39774,46484,0,-1,0,0,1,1,1,-2
6279412-1413553,0.0,6279412,1413553,0,-1,1,-2,1,1,0,0
6281872-6297047,3.0,6281872,6297047,1,7,0,-1,1,1,0,0
4732406-101568,1.0,4732406,101568,1,3,0,-1,1,1,1,-2
4738745-3625735,2.0,4738745,3625735,0,-1,0,0,1,1,0,0
434434-9111,3.0,434434,9111,1,5,0,0,1,1,1,-2
6251337-53637,2.0,6251337,53637,0,-1,0,0,1,1,1,-2
155651-26884,2.0,155651,26884,1,2,1,-2,1,3,1,-2
6259849-28782,0.0,6259849,28782,1,2,1,-2,1,1,1,-2
159825-223439,0.0,159825,223439,0,0,0,0,1,3,1,-2
6276283-6271790,3.0,6276283,6271790,1,-2,1,-2,1,1,1,-2
6271908-6272321,2.0,6271908,6272321,0,-1,0,0,1,1,1,-2
6275507-21856,0.0,6275507,21856,0,-1,0,0,1,1,0,0
4656847-6319227,1.0,4656847,6319227,0,0,0,-1,0,0,0,0
6306737-6304781,3.0,6306737,6304781,0,-1,0,0,1,1,1,-2
6282153-6302609,1.0,6282153,6302609,0,-1,0,0,1,1,0,0
6321203-6329612,3.0,6321203,6329612,0,-1,0,0,1,1,0,0
825190-6272354,1.0,825190,6272354,0,-1,0,-1,1,2,1,-2
6270770-6272278,1.0,6270770,6272278,0,-1,0,0,1,1,0,0
6297302-6302564,1.0,6297302,6302564,0,0,0,-1,1,1,0,0
2033829-6284152,3.0,2033829,6284152,1,4,0,0,1,1,1,-2
6322620-6322481,0.0,6322620,6322481,0,-1,0,0,1,1,0,0
6271537-184458,2.0,6271537,184458,1,1,0,-1,1,2,0,0
6308390-1715797,0.0,6308390,1715797,0,-1,0,-1,0,0,0,0
6307769-106911,2.0,6307769,106911,0,0,0,-1,1,1,1,-2
3271-34699,0.0,3271,34699,0,-1,1,-2,1,1,1,-2
1740250-6271535,3.0,1740250,6271535,0,-1,0,0,0,0,0,0
6283235-24132,3.0,6283235,24132,0,0,0,0,0,0,1,-2
6276076-17256,3.0,6276076,17256,0,0,0,0,1,1,1,-2
6306052-88771,0.0,6306052,88771,0,0,0,0,1,1,1,-2
228225-1933626,3.0,228225,1933626,0,-1,1,-2,1,1,0,0
36858-7061,1.0,36858,7061,1,1,0,0,1,1,1,-2
11811-18276,3.0,11811,18276,1,1,0,-1,1,1,0,0
1393968-2261379,3.0,1393968,2261379,1,2,1,-2,0,0,1,-2
6306813-6308105,3.0,6306813,6308105,1,-2,0,0,0,0,0,0
166478-7191,2.0,166478,7191,1,1,0,-1,1,1,1,-2
6330636-6276441,0.0,6330636,6276441,0,-1,0,0,0,0,1,-2
6294362-6192769,0.0,6294362,6192769,0,-1,0,0,1,1,0,0
49413-6275507,2.0,49413,6275507,0,-1,0,0,1,1,1,-2
6271230-1457499,0.0,6271230,1457499,1,1,1,-2,1,2,1,-2
17874-1647212,0.0,17874,1647212,1,2,0,0,1,2,1,-2
6292965-6276018,0.0,6292965,6276018,0,-1,1,-2,1,1,1,-2
6268333-1402852,3.0,6268333,1402852,0,-1,1,-2,1,2,1,-2
44964-6271573,2.0,44964,6271573,0,0,0,-1,1,1,1,-2
1170963-2517038,2.0,1170963,2517038,0,-1,0,-1,1,1,1,-2
6336158-6269021,0.0,6336158,6269021,0,0,0,0,1,1,1,-2
4710902-6269184,2.0,4710902,6269184,0,0,0,0,0,0,0,0
214507-70228,1.0,214507,70228,1,1,0,0,1,1,0,0
6282119-6270372,3.0,6282119,6270372,0,-1,0,0,1,2,0,0
6191088-6201209,2.0,6191088,6201209,0,-1,0,-1,1,1,1,-2
6269501-1788702,1.0,6269501,1788702,0,0,0,0,0,0,0,0
49310-6321675,1.0,49310,6321675,1,1,0,0,1,2,0,0
6288526-2358503,0.0,6288526,2358503,1,4,1,-2,1,1,0,0
31526-1136618,0.0,31526,1136618,0,-1,0,0,1,1,0,0
434434-1227009,2.0,434434,1227009,0,-1,0,0,1,1,0,0
6269609-6289598,0.0,6269609,6289598,0,-1,0,-1,1,1,1,-2
4995758-329793,2.0,4995758,329793,1,1,1,-2,1,1,1,-2
250404-2372028,2.0,250404,2372028,0,-1,0,0,1,1,1,-2
6293495-3914940,3.0,6293495,3914940,0,0,0,0,1,1,1,-2
2488558-146368,1.0,2488558,146368,1,1,0,0,0,0,1,-2
50726-17722,2.0,50726,17722,1,1,0,0,1,1,1,-2
6303219-6304681,1.0,6303219,6304681,0,-1,0,0,0,-1,0,-1
6204930-6276356,1.0,6204930,6276356,1,1,0,0,0,0,1,-2
6274826-2234820,2.0,6274826,2234820,0,-1,0,-1,0,0,1,-2
6269521-5149824,2.0,6269521,5149824,0,0,0,0,1,1,1,-2
2498076-6272561,1.0,2498076,6272561,0,-1,0,0,0,0,1,-2
6307478-6284891,3.0,6307478,6284891,0,-1,0,0,1,1,1,-2
6293924-83868,0.0,6293924,83868,0,-1,0,-1,1,1,0,0
83327-6272006,2.0,83327,6272006,0,-1,0,0,0,0,1,-2
4703825-33366,1.0,4703825,33366,1,2,0,-1,1,1,1,-2
6269528-20794,2.0,6269528,20794,0,-1,0,0,1,1,1,-2
6282509-919521,1.0,6282509,919521,0,-1,0,0,0,0,0,0
6311920-6282282,3.0,6311920,6282282,0,-1,0,0,1,1,1,-2
88028-4527592,0.0,88028,4527592,0,0,0,-1,0,0,0,0
1779955-27706,1.0,1779955,27706,0,0,0,-1,1,1,0,0
38065-1874754,2.0,38065,1874754,1,1,0,0,1,1,0,0
32564-1674957,2.0,32564,1674957,0,-1,0,0,1,1,1,-2
154228-6194772,0.0,154228,6194772,0,-1,0,-1,0,0,1,-2
2375825-6315070,1.0,2375825,6315070,0,-1,0,0,0,0,1,-2
6331050-1173212,2.0,6331050,1173212,1,2,0,0,1,2,1,-2
6306382-1282589,3.0,6306382,1282589,0,0,0,0,0,0,1,-2
1256434-315658,2.0,1256434,315658,0,0,0,-1,1,1,1,-2
2558677-6316174,3.0,2558677,6316174,0,-1,0,0,0,-1,0,-1
1952345-747815,3.0,1952345,747815,1,1,0,0,1,2,0,0
3806681-22338,3.0,3806681,22338,0,0,0,-1,1,1,1,-2
207727-6306696,1.0,207727,6306696,0,0,0,0,1,1,1,-2
23911-18291,2.0,23911,18291,0,-1,0,0,1,1,1,-2
6191088-4912561,1.0,6191088,4912561,0,0,0,0,1,1,1,-2
6292270-6340584,3.0,6292270,6340584,0,-1,0,0,0,0,0,0
6297170-1402852,3.0,6297170,1402852,0,0,0,0,1,1,1,-2
255237-78508,2.0,255237,78508,1,3,1,-2,1,2,0,0
6291132-6287805,2.0,6291132,6287805,1,2,0,0,1,1,1,-2
6337548-106911,3.0,6337548,106911,0,0,0,-1,1,1,1,-2
6275973-731328,0.0,6275973,731328,0,-1,0,0,0,0,1,-2
6300720-6304517,0.0,6300720,6304517,1,1,0,0,0,0,1,-2
6330981-6332435,2.0,6330981,6332435,0,-1,0,0,0,-1,0,-1
32564-51072,3.0,32564,51072,0,-1,0,0,1,1,0,0
229471-6200945,2.0,229471,6200945,0,0,0,-1,1,1,0,0
2791-17740,2.0,2791,17740,0,0,0,0,0,0,0,0
6277979-747815,0.0,6277979,747815,1,2,0,0,1,1,1,-2
6291034-6285890,1.0,6291034,6285890,0,-1,0,-1,0,0,0,0
207727-64670,2.0,207727,64670,0,-1,0,0,1,1,1,-2
103671-885360,2.0,103671,885360,0,-1,0,-1,1,1,1,-2
6201094-63366,1.0,6201094,63366,0,-1,1,-2,1,1,1,-2
